,p1_type1,p2_type1,winner,nbrContre,probWinParType
11543,Ghost,Water,1,500.0,0.468
11544,Dark,Water,1,520.0,0.6442307692307693
11545,Rock,Psychic,0,445.0,0.3707865168539326
11546,Bug,Dragon,0,342.0,0.28362573099415206
11547,Poison,Grass,0,301.0,0.5647840531561462
11548,Rock,Grass,1,482.0,0.4315352697095436
11549,Steel,Bug,1,289.0,0.5294117647058824
11550,Bug,Ground,0,335.0,0.47761194029850745
11551,Water,Ground,1,571.0,0.46935201401050786
11552,Grass,Fire,0,547.0,0.2961608775137112
11553,Grass,Rock,0,482.0,0.5684647302904564
11554,Bug,Dark,0,309.0,0.36245954692556637
11555,Bug,Fairy,0,190.0,0.6105263157894737
11556,Bug,Normal,1,1066.0,0.38649155722326456
11557,Fighting,Steel,0,116.0,0.603448275862069
11558,Bug,Poison,0,324.0,0.4660493827160494
11559,Fighting,Normal,1,443.0,0.4401805869074492
11560,Rock,Normal,1,682.0,0.3944281524926686
11561,Electric,Poison,0,201.0,0.7213930348258707
11562,Ghost,Fire,1,244.0,0.35655737704918034
11563,Flying,Water,1,68.0,0.7647058823529411
11564,Grass,Normal,1,984.0,0.39939024390243905
11565,Electric,Grass,1,459.0,0.6666666666666666
11566,Psychic,Dragon,0,276.0,0.463768115942029
11567,Psychic,Psychic,1,259.0,1.0
11568,Bug,Normal,0,1066.0,0.38649155722326456
11569,Normal,Steel,1,422.0,0.5781990521327014
11570,Water,Bug,0,1204.0,0.5390365448504983
11571,Rock,Dragon,0,260.0,0.25384615384615383
11572,Ground,Water,0,571.0,0.5306479859894921
11573,Steel,Ghost,0,158.0,0.44936708860759494
11574,Poison,Water,0,518.0,0.45366795366795365
11575,Bug,Electric,0,473.0,0.266384778012685
11576,Normal,Dark,0,495.0,0.45252525252525255
11577,Rock,Water,0,759.0,0.40974967061923584
11578,Poison,Water,0,518.0,0.45366795366795365
11579,Ghost,Steel,1,158.0,0.5506329113924051
11580,Bug,Bug,1,386.0,1.0
11581,Water,Water,1,971.0,1.0
11582,Normal,Normal,1,708.0,1.0
11583,Water,Normal,0,1702.0,0.39424206815511165
11584,Grass,Grass,1,354.0,1.0
11585,Normal,Normal,1,708.0,1.0
11586,Normal,Psychic,0,811.0,0.4525277435265105
11587,Electric,Bug,1,473.0,0.733615221987315
11588,Normal,Normal,0,708.0,1.0
11589,Normal,Ice,1,365.0,0.6054794520547945
11590,Grass,Water,1,1208.0,0.49834437086092714
11591,Grass,Poison,0,301.0,0.43521594684385384
11592,Water,Bug,0,1204.0,0.5390365448504983
11593,Water,Rock,1,759.0,0.5902503293807642
11594,Steel,Psychic,1,279.0,0.44802867383512546
11595,Water,Steel,0,497.0,0.6177062374245473
11596,Normal,Psychic,0,811.0,0.4525277435265105
11597,Psychic,Ghost,0,289.0,0.5501730103806228
11598,Rock,Ghost,0,208.0,0.38461538461538464
11599,Bug,Ghost,1,356.0,0.4550561797752809
11600,Electric,Steel,1,211.0,0.7109004739336493
11601,Bug,Psychic,0,646.0,0.4241486068111455
11602,Normal,Rock,1,682.0,0.6055718475073314
11603,Steel,Water,1,497.0,0.3822937625754527
11604,Normal,Dark,0,495.0,0.45252525252525255
11605,Dragon,Dark,1,149.0,0.48322147651006714
11606,Grass,Water,1,1208.0,0.49834437086092714
11607,Psychic,Water,1,1086.0,0.6160220994475138
11608,Bug,Normal,1,1066.0,0.38649155722326456
11609,Water,Electric,1,713.0,0.3015427769985975
11610,Bug,Fairy,1,190.0,0.6105263157894737
11611,Steel,Water,1,497.0,0.3822937625754527
11612,Poison,Water,1,518.0,0.45366795366795365
11613,Psychic,Ground,0,274.0,0.49635036496350365
11614,Fairy,Steel,0,67.0,0.373134328358209
11615,Bug,Ghost,1,356.0,0.4550561797752809
11616,Bug,Dragon,1,342.0,0.28362573099415206
11617,Fire,Ground,1,266.0,0.518796992481203
11618,Water,Normal,1,1702.0,0.39424206815511165
11619,Fighting,Psychic,0,236.0,0.3686440677966102
11620,Normal,Ghost,0,484.0,0.493801652892562
11621,Bug,Ice,0,295.0,0.488135593220339
11622,Ghost,Normal,0,484.0,0.506198347107438
11623,Fire,Water,0,931.0,0.5843179377013964
11624,Normal,Normal,0,708.0,1.0
11625,Bug,Rock,1,487.0,0.45790554414784396
11626,Normal,Water,1,1702.0,0.6057579318448884
11627,Grass,Dragon,0,313.0,0.30990415335463256
11628,Normal,Water,0,1702.0,0.6057579318448884
11629,Bug,Electric,1,473.0,0.266384778012685
11630,Dragon,Normal,0,479.0,0.5741127348643006
11631,Dark,Ground,0,148.0,0.6081081081081081
11632,Ice,Dark,0,119.0,0.31932773109243695
11633,Normal,Ice,1,365.0,0.6054794520547945
11634,Bug,Normal,0,1066.0,0.38649155722326456
11635,Fighting,Fire,0,216.0,0.35185185185185186
11636,Normal,Fire,0,861.0,0.45876887340301975
11637,Ground,Water,1,571.0,0.5306479859894921
11638,Grass,Ice,0,244.0,0.4180327868852459
11639,Normal,Electric,0,676.0,0.3816568047337278
11640,Electric,Rock,1,286.0,0.7132867132867133
11641,Fairy,Normal,0,247.0,0.242914979757085
11642,Normal,Water,1,1702.0,0.6057579318448884
11643,Psychic,Dark,0,291.0,0.054982817869415807
11644,Steel,Poison,0,120.0,0.7583333333333333
11645,Water,Normal,0,1702.0,0.39424206815511165
11646,Dragon,Grass,1,313.0,0.6900958466453674
11647,Normal,Psychic,1,811.0,0.4525277435265105
11648,Ghost,Dragon,1,153.0,0.3137254901960784
11649,Grass,Psychic,0,632.0,0.37341772151898733
11650,Electric,Normal,0,676.0,0.6183431952662722
11651,Ghost,Rock,1,208.0,0.6153846153846154
11652,Water,Bug,0,1204.0,0.5390365448504983
11653,Normal,Grass,1,984.0,0.600609756097561
11654,Normal,Grass,0,984.0,0.600609756097561
11655,Water,Rock,1,759.0,0.5902503293807642
11656,Psychic,Bug,1,646.0,0.5758513931888545
11657,Ice,Dark,0,119.0,0.31932773109243695
11658,Bug,Ground,1,335.0,0.47761194029850745
11659,Ghost,Normal,0,484.0,0.506198347107438
11660,Psychic,Fairy,1,138.0,0.7318840579710145
11661,Psychic,Bug,0,646.0,0.5758513931888545
11662,Water,Psychic,1,1086.0,0.3839779005524862
11663,Fairy,Dark,0,83.0,0.20481927710843373
11664,Fighting,Normal,1,443.0,0.4401805869074492
11665,Water,Normal,0,1702.0,0.39424206815511165
11666,Water,Steel,0,497.0,0.6177062374245473
11667,Water,Fire,1,931.0,0.41568206229860366
11668,Water,Dark,0,520.0,0.3557692307692308
11669,Grass,Normal,1,984.0,0.39939024390243905
11670,Poison,Dark,0,125.0,0.336
11671,Dark,Water,1,520.0,0.6442307692307693
11672,Bug,Bug,0,386.0,1.0
11673,Water,Normal,0,1702.0,0.39424206815511165
11674,Dark,Psychic,0,291.0,0.9450171821305842
11675,Water,Normal,1,1702.0,0.39424206815511165
11676,Psychic,Grass,1,632.0,0.6265822784810127
11677,Electric,Poison,1,201.0,0.7213930348258707
11678,Ground,Electric,1,218.0,0.9036697247706422
11679,Rock,Electric,1,286.0,0.2867132867132867
11680,Water,Normal,0,1702.0,0.39424206815511165
11681,Water,Normal,0,1702.0,0.39424206815511165
11682,Normal,Ice,1,365.0,0.6054794520547945
11683,Dark,Psychic,1,291.0,0.9450171821305842
11684,Grass,Water,1,1208.0,0.49834437086092714
11685,Normal,Water,1,1702.0,0.6057579318448884
11686,Rock,Dragon,0,260.0,0.25384615384615383
11687,Ground,Normal,1,472.0,0.4894067796610169
11688,Psychic,Dragon,1,276.0,0.463768115942029
11689,Normal,Steel,0,422.0,0.5781990521327014
11690,Rock,Rock,1,157.0,1.0
11691,Bug,Fire,0,599.0,0.330550918196995
11692,Dark,Psychic,1,291.0,0.9450171821305842
11693,Psychic,Psychic,1,259.0,1.0
11694,Poison,Water,0,518.0,0.45366795366795365
11695,Grass,Normal,1,984.0,0.39939024390243905
11696,Ground,Psychic,1,274.0,0.5036496350364964
11697,Ghost,Grass,1,351.0,0.4928774928774929
11698,Dragon,Psychic,0,276.0,0.5362318840579711
11699,Ghost,Water,1,500.0,0.468
11700,Dark,Rock,1,246.0,0.7357723577235772
11701,Grass,Ground,1,318.0,0.49056603773584906
11702,Bug,Electric,1,473.0,0.266384778012685
11703,Electric,Dragon,0,178.0,0.4550561797752809
11704,Normal,Ground,0,472.0,0.510593220338983
11705,Ice,Steel,0,119.0,0.47058823529411764
11706,Grass,Poison,0,301.0,0.43521594684385384
11707,Fire,Grass,1,547.0,0.7038391224862889
11708,Dragon,Dark,1,149.0,0.48322147651006714
11709,Water,Electric,0,713.0,0.3015427769985975
11710,Psychic,Psychic,0,259.0,1.0
11711,Normal,Water,1,1702.0,0.6057579318448884
11712,Grass,Rock,0,482.0,0.5684647302904564
11713,Water,Normal,1,1702.0,0.39424206815511165
11714,Water,Dark,0,520.0,0.3557692307692308
11715,Water,Bug,0,1204.0,0.5390365448504983
11716,Bug,Ghost,1,356.0,0.4550561797752809
11717,Normal,Fighting,1,443.0,0.5598194130925508
11718,Ghost,Grass,0,351.0,0.4928774928774929
11719,Normal,Bug,0,1066.0,0.6135084427767354
11720,Rock,Ice,1,182.0,0.510989010989011
11721,Psychic,Steel,0,279.0,0.5519713261648745
11722,Steel,Normal,0,422.0,0.4218009478672986
11723,Bug,Poison,0,324.0,0.4660493827160494
11724,Electric,Fairy,1,132.0,0.8181818181818182
11725,Normal,Fire,1,861.0,0.45876887340301975
11726,Bug,Water,0,1204.0,0.46096345514950166
11727,Electric,Water,1,713.0,0.6984572230014026
11728,Grass,Ground,0,318.0,0.49056603773584906
11729,Ground,Poison,1,149.0,0.6174496644295302
11730,Poison,Normal,0,432.0,0.3611111111111111
11731,Psychic,Psychic,1,259.0,1.0
11732,Fairy,Normal,1,247.0,0.242914979757085
11733,Water,Normal,1,1702.0,0.39424206815511165
11734,Normal,Fighting,1,443.0,0.5598194130925508
11735,Fire,Ground,0,266.0,0.518796992481203
11736,Electric,Ground,0,218.0,0.0963302752293578
11737,Normal,Water,0,1702.0,0.6057579318448884
11738,Electric,Bug,1,473.0,0.733615221987315
11739,Poison,Normal,0,432.0,0.3611111111111111
11740,Normal,Bug,1,1066.0,0.6135084427767354
11741,Water,Normal,0,1702.0,0.39424206815511165
11742,Poison,Ghost,0,145.0,0.42758620689655175
11743,Water,Grass,0,1208.0,0.5016556291390728
11744,Dark,Poison,1,125.0,0.664
11745,Rock,Fire,0,358.0,0.39664804469273746
11746,Grass,Fire,0,547.0,0.2961608775137112
11747,Psychic,Electric,1,422.0,0.43364928909952605
11748,Normal,Dark,0,495.0,0.45252525252525255
11749,Water,Water,1,971.0,1.0
11750,Fire,Water,1,931.0,0.5843179377013964
11751,Electric,Ice,1,163.0,0.7116564417177914
11752,Electric,Water,1,713.0,0.6984572230014026
11753,Water,Electric,0,713.0,0.3015427769985975
11754,Normal,Grass,0,984.0,0.600609756097561
11755,Rock,Normal,1,682.0,0.3944281524926686
11756,Fairy,Water,0,321.0,0.3115264797507788
11757,Bug,Grass,0,764.0,0.518324607329843
11758,Dragon,Grass,1,313.0,0.6900958466453674
11759,Psychic,Dark,0,291.0,0.054982817869415807
11760,Normal,Bug,0,1066.0,0.6135084427767354
11761,Normal,Electric,0,676.0,0.3816568047337278
11762,Water,Dragon,1,584.0,0.2842465753424658
11763,Normal,Normal,1,708.0,1.0
11764,Steel,Fire,1,232.0,0.3146551724137931
11765,Water,Dark,0,520.0,0.3557692307692308
11766,Ghost,Water,1,500.0,0.468
11767,Psychic,Steel,0,279.0,0.5519713261648745
11768,Psychic,Water,0,1086.0,0.6160220994475138
11769,Dark,Electric,0,210.0,0.44761904761904764
11770,Normal,Bug,0,1066.0,0.6135084427767354
11771,Fire,Grass,1,547.0,0.7038391224862889
11772,Rock,Ghost,1,208.0,0.38461538461538464
11773,Water,Psychic,0,1086.0,0.3839779005524862
11774,Ghost,Steel,1,158.0,0.5506329113924051
11775,Ground,Normal,0,472.0,0.4894067796610169
11776,Electric,Fire,1,327.0,0.599388379204893
11777,Normal,Poison,1,432.0,0.6388888888888888
11778,Psychic,Rock,1,445.0,0.6292134831460674
11779,Fairy,Water,0,321.0,0.3115264797507788
11780,Rock,Dark,0,246.0,0.26422764227642276
11781,Rock,Psychic,1,445.0,0.3707865168539326
11782,Water,Electric,1,713.0,0.3015427769985975
11783,Water,Fairy,0,321.0,0.6884735202492211
11784,Water,Ground,0,571.0,0.46935201401050786
11785,Fairy,Dark,0,83.0,0.20481927710843373
11786,Dragon,Ice,1,116.0,0.6896551724137931
11787,Fairy,Electric,0,132.0,0.18181818181818182
11788,Ground,Rock,0,229.0,0.6419213973799127
11789,Dark,Fire,0,249.0,0.5100401606425703
11790,Normal,Grass,1,984.0,0.600609756097561
11791,Bug,Water,1,1204.0,0.46096345514950166
11792,Grass,Water,1,1208.0,0.49834437086092714
11793,Normal,Dragon,0,479.0,0.42588726513569936
11794,Water,Psychic,1,1086.0,0.3839779005524862
11795,Grass,Ghost,0,351.0,0.5071225071225072
11796,Normal,Normal,0,708.0,1.0
11797,Water,Fire,0,931.0,0.41568206229860366
11798,Normal,Grass,1,984.0,0.600609756097561
11799,Dark,Normal,1,495.0,0.5474747474747474
11800,Ice,Dragon,0,116.0,0.3103448275862069
11801,Normal,Bug,0,1066.0,0.6135084427767354
11802,Steel,Grass,0,274.0,0.49635036496350365
11803,Dragon,Rock,0,260.0,0.7461538461538462
11804,Ground,Psychic,0,274.0,0.5036496350364964
11805,Rock,Fighting,0,194.0,0.31958762886597936
11806,Rock,Water,0,759.0,0.40974967061923584
11807,Water,Rock,1,759.0,0.5902503293807642
11808,Bug,Fire,0,599.0,0.330550918196995
11809,Flying,Fire,0,29.0,0.7241379310344828
11810,Bug,Dark,0,309.0,0.36245954692556637
11811,Psychic,Bug,0,646.0,0.5758513931888545
11812,Fire,Dark,0,249.0,0.4899598393574297
11813,Dark,Rock,0,246.0,0.7357723577235772
11814,Ghost,Psychic,1,289.0,0.44982698961937717
11815,Bug,Fire,1,599.0,0.330550918196995
11816,Grass,Psychic,1,632.0,0.37341772151898733
11817,Dragon,Normal,0,479.0,0.5741127348643006
11818,Dragon,Ground,1,137.0,0.6934306569343066
11819,Grass,Grass,1,354.0,1.0
11820,Dragon,Psychic,0,276.0,0.5362318840579711
11821,Fighting,Fire,0,216.0,0.35185185185185186
11822,Ghost,Ground,0,159.0,0.46540880503144655
11823,Normal,Ice,1,365.0,0.6054794520547945
11824,Fire,Fire,1,215.0,1.0
11825,Normal,Normal,1,708.0,1.0
11826,Grass,Fairy,1,203.0,0.7093596059113301
11827,Water,Electric,0,713.0,0.3015427769985975
11828,Ghost,Water,0,500.0,0.468
11829,Fighting,Grass,0,270.0,0.562962962962963
11830,Electric,Ghost,1,214.0,0.7616822429906542
11831,Electric,Normal,1,676.0,0.6183431952662722
11832,Psychic,Ice,0,224.0,0.625
11833,Rock,Normal,0,682.0,0.3944281524926686
11834,Dark,Steel,0,153.0,0.673202614379085
11835,Dark,Psychic,0,291.0,0.9450171821305842
11836,Ghost,Ice,1,123.0,0.5040650406504065
11837,Flying,Rock,0,24.0,0.6666666666666666
11838,Fire,Rock,0,358.0,0.6033519553072626
11839,Normal,Steel,1,422.0,0.5781990521327014
11840,Water,Water,0,971.0,1.0
11841,Electric,Grass,0,459.0,0.6666666666666666
11842,Dark,Bug,1,309.0,0.6375404530744336
11843,Fighting,Dragon,0,123.0,0.3252032520325203
11844,Dragon,Grass,1,313.0,0.6900958466453674
11845,Bug,Water,0,1204.0,0.46096345514950166
11846,Dragon,Grass,0,313.0,0.6900958466453674
11847,Bug,Water,1,1204.0,0.46096345514950166
11848,Ground,Steel,1,122.0,0.6229508196721312
11849,Fire,Steel,0,232.0,0.6853448275862069
11850,Fire,Dark,0,249.0,0.4899598393574297
11851,Water,Fighting,1,472.0,0.5466101694915254
11852,Bug,Steel,1,289.0,0.47058823529411764
11853,Bug,Ghost,1,356.0,0.4550561797752809
11854,Normal,Ghost,0,484.0,0.493801652892562
11855,Water,Bug,0,1204.0,0.5390365448504983
11856,Water,Rock,1,759.0,0.5902503293807642
11857,Bug,Rock,0,487.0,0.45790554414784396
11858,Fairy,Grass,1,203.0,0.29064039408866993
11859,Water,Ice,1,445.0,0.5280898876404494
11860,Water,Fire,0,931.0,0.41568206229860366
11861,Fighting,Grass,0,270.0,0.562962962962963
11862,Bug,Poison,1,324.0,0.4660493827160494
11863,Poison,Water,1,518.0,0.45366795366795365
11864,Ghost,Flying,0,23.0,0.17391304347826086
11865,Electric,Ghost,1,214.0,0.7616822429906542
11866,Normal,Rock,0,682.0,0.6055718475073314
11867,Ghost,Dragon,0,153.0,0.3137254901960784
11868,Poison,Grass,0,301.0,0.5647840531561462
11869,Psychic,Normal,1,811.0,0.5474722564734895
11870,Fairy,Fairy,1,25.0,1.0
11871,Water,Fire,1,931.0,0.41568206229860366
11872,Electric,Bug,0,473.0,0.733615221987315
11873,Bug,Grass,0,764.0,0.518324607329843
11874,Water,Grass,1,1208.0,0.5016556291390728
11875,Fire,Normal,0,861.0,0.5412311265969802
11876,Grass,Normal,0,984.0,0.39939024390243905
11877,Fire,Normal,1,861.0,0.5412311265969802
11878,Poison,Fire,0,225.0,0.3288888888888889
11879,Fairy,Ground,0,82.0,0.2926829268292683
11880,Steel,Flying,0,21.0,0.14285714285714285
11881,Fire,Bug,1,599.0,0.669449081803005
11882,Psychic,Water,0,1086.0,0.6160220994475138
11883,Psychic,Psychic,0,259.0,1.0
11884,Ground,Bug,1,335.0,0.5223880597014925
11885,Normal,Bug,0,1066.0,0.6135084427767354
11886,Rock,Bug,0,487.0,0.5420944558521561
11887,Grass,Normal,0,984.0,0.39939024390243905
11888,Ghost,Grass,1,351.0,0.4928774928774929
11889,Psychic,Psychic,1,259.0,1.0
11890,Dragon,Ghost,1,153.0,0.6862745098039216
11891,Electric,Steel,1,211.0,0.7109004739336493
11892,Bug,Dragon,1,342.0,0.28362573099415206
11893,Normal,Electric,1,676.0,0.3816568047337278
11894,Water,Fighting,1,472.0,0.5466101694915254
11895,Grass,Bug,0,764.0,0.4816753926701571
11896,Water,Electric,0,713.0,0.3015427769985975
11897,Bug,Bug,0,386.0,1.0
11898,Poison,Ground,0,149.0,0.3825503355704698
11899,Water,Fire,0,931.0,0.41568206229860366
11900,Steel,Steel,1,73.0,1.0
11901,Fire,Steel,0,232.0,0.6853448275862069
11902,Water,Dark,0,520.0,0.3557692307692308
11903,Normal,Psychic,0,811.0,0.4525277435265105
11904,Dark,Flying,1,23.0,0.2608695652173913
11905,Normal,Dark,0,495.0,0.45252525252525255
11906,Normal,Normal,0,708.0,1.0
11907,Poison,Ghost,0,145.0,0.42758620689655175
11908,Rock,Ground,0,229.0,0.35807860262008734
11909,Water,Normal,0,1702.0,0.39424206815511165
11910,Fairy,Normal,0,247.0,0.242914979757085
11911,Fire,Water,1,931.0,0.5843179377013964
11912,Psychic,Poison,1,270.0,0.6111111111111112
11913,Water,Grass,1,1208.0,0.5016556291390728
11914,Psychic,Normal,0,811.0,0.5474722564734895
11915,Poison,Psychic,1,270.0,0.3888888888888889
11916,Water,Normal,1,1702.0,0.39424206815511165
11917,Bug,Grass,0,764.0,0.518324607329843
11918,Dragon,Ground,0,137.0,0.6934306569343066
11919,Ground,Grass,1,318.0,0.5094339622641509
11920,Steel,Electric,1,211.0,0.2890995260663507
11921,Grass,Grass,0,354.0,1.0
11922,Psychic,Bug,1,646.0,0.5758513931888545
11923,Fire,Fighting,1,216.0,0.6481481481481481
11924,Ghost,Ground,1,159.0,0.46540880503144655
11925,Psychic,Poison,1,270.0,0.6111111111111112
11926,Normal,Bug,1,1066.0,0.6135084427767354
11927,Poison,Normal,1,432.0,0.3611111111111111
11928,Poison,Water,1,518.0,0.45366795366795365
11929,Bug,Steel,1,289.0,0.47058823529411764
11930,Poison,Normal,0,432.0,0.3611111111111111
11931,Ghost,Ghost,0,83.0,1.0
11932,Dragon,Normal,1,479.0,0.5741127348643006
11933,Psychic,Bug,0,646.0,0.5758513931888545
11934,Fighting,Rock,1,194.0,0.6804123711340206
11935,Water,Dragon,0,584.0,0.2842465753424658
11936,Fire,Ground,1,266.0,0.518796992481203
11937,Grass,Electric,1,459.0,0.3333333333333333
11938,Water,Rock,0,759.0,0.5902503293807642
11939,Normal,Fire,0,861.0,0.45876887340301975
11940,Water,Grass,0,1208.0,0.5016556291390728
11941,Water,Water,1,971.0,1.0
11942,Water,Rock,1,759.0,0.5902503293807642
11943,Dragon,Dark,1,149.0,0.48322147651006714
11944,Dark,Ghost,1,142.0,0.6690140845070423
11945,Normal,Bug,1,1066.0,0.6135084427767354
11946,Dark,Psychic,1,291.0,0.9450171821305842
11947,Normal,Electric,0,676.0,0.3816568047337278
11948,Dark,Fire,1,249.0,0.5100401606425703
11949,Water,Normal,1,1702.0,0.39424206815511165
11950,Normal,Electric,1,676.0,0.3816568047337278
11951,Fighting,Ground,1,124.0,0.49193548387096775
11952,Rock,Psychic,0,445.0,0.3707865168539326
11953,Rock,Water,1,759.0,0.40974967061923584
11954,Water,Ground,1,571.0,0.46935201401050786
11955,Psychic,Psychic,1,259.0,1.0
11956,Ground,Electric,1,218.0,0.9036697247706422
11957,Electric,Fire,1,327.0,0.599388379204893
11958,Psychic,Psychic,1,259.0,1.0
11959,Normal,Steel,1,422.0,0.5781990521327014
11960,Dragon,Rock,0,260.0,0.7461538461538462
11961,Fire,Rock,0,358.0,0.6033519553072626
11962,Electric,Dark,1,210.0,0.5523809523809524
11963,Bug,Psychic,0,646.0,0.4241486068111455
11964,Water,Grass,0,1208.0,0.5016556291390728
11965,Grass,Normal,1,984.0,0.39939024390243905
11966,Ground,Water,0,571.0,0.5306479859894921
11967,Grass,Normal,0,984.0,0.39939024390243905
11968,Dark,Grass,1,332.0,0.7228915662650602
11969,Bug,Rock,1,487.0,0.45790554414784396
11970,Psychic,Fire,1,448.0,0.5200892857142857
11971,Water,Fire,0,931.0,0.41568206229860366
11972,Fire,Normal,1,861.0,0.5412311265969802
11973,Normal,Normal,0,708.0,1.0
11974,Water,Dragon,1,584.0,0.2842465753424658
11975,Electric,Steel,1,211.0,0.7109004739336493
11976,Fire,Ice,1,196.0,0.6836734693877551
11977,Fighting,Ground,1,124.0,0.49193548387096775
11978,Steel,Poison,0,120.0,0.7583333333333333
11979,Grass,Grass,1,354.0,1.0
11980,Normal,Poison,0,432.0,0.6388888888888888
11981,Grass,Electric,0,459.0,0.3333333333333333
11982,Grass,Psychic,0,632.0,0.37341772151898733
11983,Normal,Water,1,1702.0,0.6057579318448884
11984,Water,Fire,0,931.0,0.41568206229860366
11985,Bug,Dragon,0,342.0,0.28362573099415206
11986,Grass,Electric,1,459.0,0.3333333333333333
11987,Ground,Steel,1,122.0,0.6229508196721312
11988,Fairy,Fire,0,142.0,0.21830985915492956
11989,Fire,Dragon,0,252.0,0.43253968253968256
11990,Ghost,Normal,0,484.0,0.506198347107438
11991,Psychic,Ground,0,274.0,0.49635036496350365
11992,Fire,Grass,1,547.0,0.7038391224862889
11993,Ground,Water,1,571.0,0.5306479859894921
11994,Water,Bug,1,1204.0,0.5390365448504983
11995,Water,Ground,0,571.0,0.46935201401050786
11996,Bug,Psychic,0,646.0,0.4241486068111455
11997,Water,Poison,1,518.0,0.5463320463320464
11998,Water,Rock,0,759.0,0.5902503293807642
11999,Rock,Water,0,759.0,0.40974967061923584
12000,Steel,Dragon,0,141.0,0.20567375886524822
12001,Bug,Flying,0,38.0,0.21052631578947367
12002,Bug,Rock,0,487.0,0.45790554414784396
12003,Psychic,Dark,0,291.0,0.054982817869415807
12004,Steel,Water,0,497.0,0.3822937625754527
12005,Fighting,Grass,1,270.0,0.562962962962963
12006,Bug,Dark,0,309.0,0.36245954692556637
12007,Psychic,Steel,1,279.0,0.5519713261648745
12008,Fairy,Ground,0,82.0,0.2926829268292683
12009,Grass,Steel,1,274.0,0.5036496350364964
12010,Ground,Poison,1,149.0,0.6174496644295302
12011,Electric,Psychic,0,422.0,0.566350710900474
