,dif_hp,dif_atk,dif_def,dif_spatk,dif_spdef,dif_sp
5233,-3,7,52,-44,23,-33
5234,-20,-5,95,15,60,-20
5235,10,-20,-65,-4,6,15
5236,-32,-45,-5,-75,-35,-80
5237,-15,-13,-45,20,-35,28
5238,-31,-17,-33,-47,-13,26
5239,-15,24,-12,19,-12,36
5240,-100,-38,-43,29,-21,23
5241,-25,30,-25,-5,-65,5
5242,-30,-40,-30,0,-30,-30
5243,35,55,185,25,45,-25
5244,-47,-130,-5,-40,-25,-43
5245,26,56,-11,46,-16,78
5246,-54,-68,-73,0,0,25
5247,20,-67,-2,-87,-32,-72
5248,45,16,37,-20,37,58
5249,7,23,-7,13,-17,-33
5250,25,-15,65,75,40,-5
5251,60,-6,20,59,50,-9
5252,5,-17,65,-5,75,-3
5253,-80,-105,-85,45,-45,-10
5254,-42,-89,-18,-19,2,-79
5255,-1,-10,-35,23,-7,-15
5256,-15,50,0,60,0,50
5257,-1,0,17,-12,-7,38
5258,5,-12,-117,38,3,51
5259,35,33,-32,38,18,66
5260,-80,-90,0,-85,-53,-67
5261,0,25,-80,20,0,25
5262,24,125,75,53,45,66
5263,-25,15,35,-10,-25,25
5264,2,7,27,-23,-4,-10
5265,12,46,2,-44,0,-45
5266,-18,-32,-26,8,5,-22
5267,-5,-65,-60,10,-25,-50
5268,20,50,-3,-2,-20,10
5269,-22,15,0,0,-15,-55
5270,5,20,13,35,13,-45
5271,120,65,0,-35,-10,-60
5272,-10,25,20,35,-35,-15
5273,8,56,20,61,25,-15
5274,-12,-15,-10,-55,5,46
5275,50,-45,55,100,65,-25
5276,-45,-16,6,-16,6,61
5277,-10,-63,-78,-20,-25,-54
5278,14,-23,10,-9,0,53
5279,6,15,70,95,55,34
5280,-45,-84,-30,-87,-30,-38
5281,25,65,15,125,105,55
5282,3,-50,-26,-55,-5,-27
5283,9,34,21,-76,21,-45
5284,11,35,-8,4,-20,-7
5285,0,-110,10,-55,10,-5
5286,-5,6,-16,9,21,55
5287,30,45,35,5,30,65
5288,-25,30,-35,-45,20,100
5289,-47,-40,-55,-10,-25,-15
5290,-20,23,58,30,60,-36
5291,120,20,-5,40,-5,-10
5292,5,55,20,-25,-5,0
5293,-5,0,-35,-60,-35,-50
5294,16,22,18,-23,14,-47
5295,19,4,31,-16,21,-4
5296,6,5,-17,3,-16,21
5297,24,24,-5,2,5,-12
5298,-45,-43,-40,-18,-85,18
5299,6,87,54,12,9,-34
5300,-3,-15,8,-5,5,25
5301,38,50,15,-25,-10,72
5302,-34,68,18,6,-12,33
5303,25,-5,10,10,20,-40
5304,30,60,40,115,85,70
5305,70,95,-65,25,20,-25
5306,15,-15,75,-15,50,-15
5307,-39,-39,-40,30,-40,-20
5308,5,-6,-44,6,-56,-45
5309,-60,-80,-55,-15,5,0
5310,-18,-76,-30,-43,-17,-54
5311,-6,-2,20,-65,-15,-52
5312,-25,-2,-25,-55,-50,-23
5313,10,-39,-55,-4,-35,-11
5314,-15,5,-130,5,55,10
5315,12,45,55,-17,20,-25
5316,45,-8,27,5,-5,-54
5317,-6,-40,20,-109,-30,-80
5318,-105,-15,45,7,78,-16
5319,5,-50,-1,0,45,-14
5320,-54,-99,-69,-8,-86,-10
5321,31,75,-16,6,-11,75
5322,-51,-42,-55,-79,-20,-53
5323,-50,-35,-61,-66,-2,-7
5324,20,15,-30,100,20,45
5325,40,-10,-32,-45,-32,-56
5326,45,-10,75,-10,100,25
5327,10,-22,40,-5,30,-23
5328,-10,35,85,0,40,-75
5329,0,-10,140,-10,5,-85
5330,10,-38,-45,32,-10,28
5331,-15,-30,36,-50,36,-12
5332,-15,-15,25,-25,10,-30
5333,15,18,55,-19,35,-5
5334,-19,19,38,-1,-43,-20
5335,55,55,60,-10,25,10
5336,-25,-70,-38,-30,-28,-40
5337,-39,-53,18,-13,28,-56
5338,8,32,13,-6,-19,58
5339,21,80,24,89,18,74
5340,-35,-48,27,-68,-8,-36
5341,45,60,40,-25,30,5
5342,-2,110,40,-15,55,65
5343,-5,9,5,-25,-15,-44
5344,71,81,55,91,58,24
5345,-20,-20,-63,10,5,33
5346,75,45,25,-5,5,50
5347,-7,-17,-5,-2,30,-19
5348,-55,55,35,35,5,60
5349,-40,-23,0,27,0,18
5350,35,0,55,50,70,5
5351,-80,-70,-60,-50,-40,-30
5352,5,-35,-35,50,60,80
5353,19,3,30,45,35,-10
5354,-31,20,-43,6,-30,-3
5355,30,10,58,20,73,4
5356,-16,-49,-35,-25,-22,-33
5357,25,-25,10,-5,35,-10
5358,35,35,89,82,86,35
5359,50,-47,30,38,-27,-32
5360,-55,10,-15,-50,-25,73
5361,27,24,40,-90,-50,-44
5362,-37,-4,-20,-37,-33,39
5363,-11,-14,-31,-59,9,-33
5364,-15,-35,-27,-60,-50,-48
5365,10,-20,100,0,0,-20
5366,-135,42,27,-8,-33,-18
5367,7,47,133,19,19,-24
5368,1,10,-3,-20,-3,46
5369,25,73,35,53,8,86
5370,45,10,25,10,0,65
5371,-29,-16,-25,-30,-20,-60
5372,6,-3,-18,47,40,93
5373,15,0,10,51,67,52
5374,20,20,-20,25,35,35
5375,8,-65,-20,17,0,-58
5376,26,42,27,2,20,23
5377,0,-35,-50,-50,-10,-70
5378,0,-25,-10,-15,-30,-70
5379,0,3,-20,42,20,10
5380,10,-55,-30,-5,-30,-5
5381,-48,-90,-35,-40,-25,-67
5382,-5,-23,-8,52,2,-44
5383,44,90,51,70,41,49
5384,21,9,60,31,75,49
5385,-71,-124,-40,-85,-80,0
5386,-39,-16,-35,-30,-30,-30
5387,-6,10,2,30,5,14
5388,31,25,26,-40,11,-53
5389,-5,-40,30,-35,80,0
5390,10,-2,12,30,-5,30
5391,-15,-40,-13,-20,2,5
5392,-35,-50,-82,7,-35,-4
5393,-51,-42,-45,-2,-37,-47
5394,-35,-55,-80,-80,-75,5
5395,-23,37,33,89,59,26
5396,15,15,5,60,50,42
5397,-7,-42,-2,49,12,12
5398,35,40,75,30,0,-10
5399,-15,-60,-85,75,25,70
5400,-25,-10,-35,-30,-70,-15
5401,-60,-60,-55,-30,-20,0
5402,5,55,40,-85,-25,15
5403,25,50,26,25,32,-19
5404,31,50,45,75,60,23
5405,5,15,40,10,20,-10
5406,3,88,33,63,15,-2
5407,-2,30,-15,0,-15,7
5408,-24,-62,-8,39,6,26
5409,15,-18,-5,-39,-14,-9
5410,-80,-35,45,-50,0,-35
5411,-60,-70,-68,-50,-48,-35
5412,-5,45,-2,-25,-32,45
5413,-5,28,-7,8,-37,31
5414,-16,-6,-5,10,15,0
5415,35,60,-30,-35,10,50
5416,-10,-42,-45,-92,0,-83
5417,-52,-80,-70,16,4,-8
5418,85,-45,10,-70,-25,-15
5419,-16,-15,-28,29,-15,35
5420,24,-4,-19,31,-9,-7
5421,-10,-47,-30,-52,-50,-86
5422,-10,-15,0,-10,-10,65
5423,2,50,-65,-5,-35,-27
5424,10,82,-5,19,-20,25
5425,-5,-6,-1,29,35,2
5426,-17,31,-63,-44,-6,54
5427,-50,-87,-30,-10,-5,-47
5428,30,30,40,10,-35,-40
5429,-50,10,-73,10,-75,18
5430,22,3,7,77,48,23
5431,10,35,5,-5,5,-25
5432,-19,-21,25,-51,-5,-85
5433,1,10,-8,-45,-15,-45
5434,-10,-50,120,-110,-70,-30
5435,-115,20,100,45,0,5
5436,-35,-14,-25,-40,-30,-43
5437,25,65,17,75,22,-7
5438,-50,-1,-48,-38,-48,10
5439,65,36,49,10,20,30
5440,-10,18,40,63,25,6
5441,39,16,5,-10,0,-25
5442,63,-13,2,39,-28,18
5443,5,-20,10,-10,0,-15
5444,35,90,45,80,35,20
5445,-30,35,40,-10,5,35
5446,6,-9,10,95,45,75
5447,-35,-32,-25,10,30,17
5448,13,6,-6,-19,44,8
5449,-32,-75,-55,-40,-60,-28
5450,-16,-18,-18,-21,-6,16
5451,30,75,15,25,-5,55
5452,-10,-65,-30,30,-5,-25
5453,46,8,22,75,55,35
5454,60,45,70,70,70,15
5455,-50,-66,-60,-136,-65,-9
5456,15,97,15,125,85,35
5457,40,75,85,35,35,-30
5458,-14,-45,-5,-5,10,-51
5459,-5,-10,5,-5,15,-40
5460,-2,21,33,-10,17,2
5461,-35,-50,-5,-49,-20,-72
5462,0,12,-5,42,5,38
5463,90,-20,-41,10,-31,-20
5464,-20,-80,-5,5,-5,10
5465,-25,-50,-10,25,-20,-100
5466,-15,8,-128,23,-88,15
5467,0,85,-57,45,-57,64
5468,10,45,-35,52,15,60
5469,-15,70,-45,-50,-45,25
5470,47,115,-2,25,-12,-7
5471,-56,12,-13,-57,-7,76
5472,-22,-27,-10,-35,-35,-5
5473,17,30,21,20,21,73
5474,14,14,21,14,26,31
5475,23,24,-5,7,15,33
5476,10,-25,-9,80,11,23
5477,-25,6,-27,12,-17,-38
5478,25,-5,13,-10,30,-45
5479,-20,-38,20,-25,10,5
5480,15,23,130,40,30,-59
5481,-2,1,-15,10,-5,10
5482,25,15,16,-5,1,-10
5483,-44,-27,3,-27,-6,-43
5484,-46,-86,-30,-41,12,-19
5485,-60,-110,-100,-30,-50,-70
5486,45,-70,20,60,20,-45
5487,0,-40,-103,-15,-103,31
5488,-19,-20,-15,-43,-13,10
5489,10,15,45,-5,45,65
5490,19,25,20,95,30,61
5491,-20,-40,-30,-40,-30,-25
5492,0,127,-28,127,-28,86
5493,-26,3,-19,40,-7,-5
5494,-2,-19,-7,21,3,20
5495,-45,-65,-85,-50,-35,-30
5496,31,47,161,-6,-14,-12
5497,10,32,-60,-50,10,13
5498,-5,-25,-70,-5,-7,32
5499,-4,-23,-31,13,-36,56
5500,2,-42,-27,29,27,7
5501,75,1,-10,51,30,-2
5502,-20,-25,-75,5,10,-40
5503,5,-20,0,45,35,55
5504,-65,-80,-35,-60,-35,-80
5505,5,-53,40,5,60,-34
5506,-4,9,15,-19,-30,-26
5507,20,52,57,-3,-8,-44
5508,44,35,20,75,10,-9
5509,-20,-67,-45,-42,-30,60
5510,0,15,10,13,12,-5
5511,-20,-30,-15,35,-20,0
5512,-60,-10,0,50,-15,75
5513,28,-2,12,-24,6,9
5514,9,-26,-17,26,3,-24
5515,-24,-24,-25,27,-21,11
5516,26,61,80,25,30,-10
5517,-20,-2,-28,-55,-40,-55
5518,36,65,95,67,27,25
5519,52,40,40,25,45,20
5520,-30,-115,45,30,55,15
5521,15,40,33,-55,33,-6
5522,-60,-150,-25,-115,-60,-20
5523,35,20,5,-105,-30,-95
5524,9,9,16,-36,-19,-14
5525,-10,5,-10,10,-25,-25
5526,-58,-77,-92,-44,-45,-34
5527,-51,7,-13,-2,-2,71
5528,-19,9,-45,-95,-40,-30
5529,-15,5,-50,25,-10,65
5530,200,-65,-75,50,110,40
5531,40,0,20,120,40,-5
5532,44,150,55,83,28,-5
5533,20,20,0,10,20,-70
5534,0,-37,30,15,55,-33
5535,37,-17,11,-9,6,-25
5536,50,80,85,10,-40,-20
5537,-38,30,-86,-35,-46,25
5538,-17,-73,22,-106,-25,-51
5539,-24,9,52,-1,42,2
5540,40,37,37,72,42,36
5541,-4,25,-5,-13,-15,-1
5542,-35,-25,-35,20,-25,10
5543,20,0,15,20,15,35
5544,11,-40,0,-8,10,-71
5545,15,105,3,60,-35,72
5546,27,27,0,39,-25,27
5547,30,30,25,25,-20,-30
5548,16,37,25,-48,45,-21
5549,-112,51,20,76,27,67
5550,66,46,35,46,38,44
5551,-5,-53,-52,35,0,60
5552,-5,5,35,-10,-15,-10
5553,-2,2,-3,2,-3,-36
5554,23,45,3,18,63,15
5555,-34,-38,-27,-58,-18,-75
5556,-25,-3,-22,-60,-40,-35
5557,0,-20,20,-5,0,20
5558,-60,20,-90,100,-90,50
5559,-9,-22,-62,-19,-15,7
5560,25,35,31,25,21,28
5561,37,9,38,46,34,11
5562,45,-20,-45,-60,-80,50
5563,175,-60,-30,-25,75,-90
5564,-20,25,-5,-35,-15,26
5565,-14,-23,20,-95,-45,-8
5566,-24,35,5,-25,-20,15
5567,-19,-35,20,-55,-5,-6
5568,-20,-25,5,-70,-30,-50
5569,10,8,-57,13,-7,41
5570,26,20,60,0,54,40
5571,15,-30,-25,0,20,-10
5572,-7,-24,-47,6,-24,-10
5573,-20,-19,-3,-30,7,-19
5574,-20,-25,-52,-65,-52,-26
5575,5,50,5,60,10,105
5576,15,65,40,35,20,25
5577,25,100,85,-10,35,45
5578,30,32,-67,50,-50,30
5579,-25,-20,-85,-35,30,35
5580,-1,0,-35,25,30,46
5581,-53,-12,-83,-34,-85,10
5582,20,95,5,90,35,25
5583,60,-25,-35,40,-5,15
5584,-66,-34,-3,-43,-17,6
5585,-20,-80,-20,-80,-5,-35
5586,-5,-30,9,9,-27,-72
5587,35,-62,8,-36,6,-50
5588,45,28,43,18,25,23
5589,15,75,30,-60,-5,63
5590,50,49,25,106,45,92
5591,-20,-25,-15,-45,-5,15
5592,-16,-32,15,5,0,-17
5593,-18,-26,-30,54,-5,20
5594,35,10,40,-55,40,45
5595,25,20,-10,70,0,-5
5596,-60,-100,-5,-25,-40,-73
5597,-50,35,45,25,35,-30
5598,20,16,-23,57,-10,40
5599,10,30,83,23,36,57
5600,15,0,-22,0,-22,16
5601,18,30,44,40,44,10
5602,10,10,75,55,0,5
5603,20,77,52,2,32,1
5604,30,55,38,10,18,-15
5605,-44,-43,-40,-40,-60,-33
5606,-26,-59,-30,-7,-25,7
5607,-15,10,-25,-135,-55,-120
5608,-16,15,5,-42,8,-51
5609,51,2,50,94,50,48
5610,-43,-52,-134,1,4,10
5611,-4,37,10,-20,-10,7
5612,25,8,-13,-52,-38,75
5613,7,45,20,-60,10,28
5614,5,-40,-6,5,21,-30
5615,7,20,2,54,-16,24
5616,45,-5,80,30,105,20
5617,8,31,-65,11,-65,-10
5618,55,25,96,5,31,10
5619,-10,-67,15,55,45,-12
5620,4,23,31,-13,36,-56
5621,15,15,70,15,70,35
5622,-11,1,3,46,36,25
5623,20,40,80,-10,40,18
5624,-20,-35,-20,50,-15,25
5625,-35,-32,-40,-35,-25,-24
5626,-15,15,-75,15,-50,15
5627,-13,-40,-12,-45,-10,-40
5628,-10,15,45,-40,-25,20
5629,12,-52,-84,-41,-93,-1
5630,35,75,70,0,20,-5
5631,-22,55,-5,106,24,42
5632,0,-38,-167,32,-32,68
5633,11,54,15,20,20,0
5634,30,51,25,-9,-35,14
5635,2,-10,-25,-20,-15,-12
5636,-10,-13,-55,5,-5,-2
5637,60,73,15,50,15,15
5638,-25,-42,-56,-85,-35,-39
5639,-45,-40,-25,-75,-85,-15
5640,-15,5,-30,36,-13,12
5641,0,-15,65,-15,15,-15
5642,-20,-5,75,30,25,-70
5643,18,40,17,22,20,40
5644,200,-65,-45,-15,55,-20
5645,-42,5,-30,-30,-40,32
5646,-50,-15,-45,20,-45,15
5647,60,60,90,119,69,20
5648,-42,-45,-56,35,-5,33
5649,25,-65,15,-85,-55,-6
5650,19,15,-30,30,30,-10
5651,-47,20,39,-30,-26,-15
5652,20,31,10,-8,-5,12
5653,25,74,67,64,57,73
5654,-5,14,12,-18,2,-1
5655,10,99,85,55,80,56
5656,-20,-10,65,-60,35,-5
5657,190,-55,-55,-50,20,-35
5658,47,-5,10,40,65,35
5659,-50,-55,35,20,20,-38
5660,-38,-51,-36,-24,1,-71
5661,35,100,18,65,68,-5
5662,8,36,-20,-24,-20,3
5663,43,31,4,-9,-19,24
5664,24,30,-10,55,30,51
5665,17,15,-14,10,21,-55
5666,-45,-95,1,-81,6,-81
5667,-15,-27,-3,-2,22,-13
5668,-25,-50,-20,-50,-35,-85
5669,54,11,135,80,30,-20
5670,-35,-45,-37,-45,-35,-35
5671,10,0,-110,30,-110,-25
5672,54,40,10,-15,25,-9
5673,5,27,13,45,5,-30
5674,10,-43,-75,7,-35,-10
5675,40,30,47,15,20,15
5676,-40,-54,7,-54,-20,-70
5677,25,30,50,35,63,-16
5678,-13,24,-11,-14,1,-31
5679,55,-12,-19,28,54,10
5680,5,-18,15,-30,15,0
5681,45,30,20,55,60,25
5682,-30,17,1,-21,-17,-25
5683,14,80,65,70,15,0
5684,13,22,-78,19,10,34
5685,50,-30,-40,-65,5,-45
5686,-25,-57,11,-45,1,-28
5687,2,13,0,-3,25,14
5688,33,100,60,0,80,45
5689,-10,10,23,-10,-42,-55
5690,-5,-37,-10,-4,-15,-30
5691,10,-10,0,-10,15,-10
5692,-20,-20,10,-20,-30,-35
5693,17,-15,0,39,10,29
5694,15,50,50,25,10,60
5695,-35,-30,35,-10,35,-60
5696,-40,-50,60,-10,20,-50
5697,7,-90,0,10,-20,3
5698,-49,-82,-15,-24,-52,-43
5699,-22,-15,0,-5,-5,52
5700,-60,-7,10,55,-35,97
5701,0,55,17,-5,48,11
5702,-15,-50,8,-15,8,-61
5703,46,2,17,59,34,-56
5704,20,0,15,35,5,-60
5705,-49,-16,-14,-31,-9,33
5706,-30,-30,-25,0,20,0
5707,-36,-20,-70,-25,-90,-34
5708,-34,-55,-7,10,48,44
5709,60,60,30,45,30,45
5710,-10,-18,-15,12,5,-60
5711,55,52,55,82,35,-90
5712,-2,26,-10,-29,-35,-19
5713,7,30,35,85,40,54
5714,-71,-91,-55,-66,-53,-64
5715,-55,-70,-35,-60,-15,-10
5716,-14,-37,-22,-78,-18,-56
5717,-5,-25,-90,0,-15,-25
5718,-5,15,95,-20,95,10
5719,1,-23,-5,-13,-5,-11
5720,-35,44,-11,-10,55,-3
5721,-20,-6,30,-73,-50,-2
5722,32,-23,5,27,-15,-6
5723,-51,-1,-24,-11,-19,16
5724,2,23,3,10,15,2
5725,-19,-15,-38,-25,-48,-30
5726,-12,-37,23,-10,23,-40
5727,25,75,-40,105,30,-5
5728,34,69,30,63,26,44
5729,-39,-93,-42,-40,-30,-36
5730,-55,-35,-51,-30,-36,-15
5731,-5,-30,25,70,30,-10
5732,-40,-112,18,-48,18,-41
5733,-8,6,-8,-30,-15,-10
5734,-12,49,50,-32,-34,49
5735,35,25,-14,70,11,3
5736,15,0,-25,-17,-25,-55
5737,45,-4,-5,6,25,48
5738,-13,-19,-23,-60,-35,-60
5739,-5,75,-50,-25,-40,15
5740,185,-100,-170,15,75,5
5741,-30,-65,-55,-95,-65,-100
5742,-35,-95,-47,5,0,-10
5743,-31,-89,-41,11,-54,-31
5744,-27,-25,-58,-65,-35,-5
5745,-13,1,-24,-40,-31,-35
5746,15,30,-12,50,8,-5
5747,-9,-36,-40,-4,-5,-21
5748,18,64,18,64,55,45
5749,40,15,40,60,70,10
5750,-15,60,-35,-15,0,-30
5751,0,-25,-30,20,-5,70
5752,1,17,-58,-53,10,53
5753,-10,-36,40,29,10,22
5754,50,65,60,25,50,15
5755,43,19,43,44,50,35
5756,-35,-45,-30,-10,-30,-50
5757,40,62,15,10,25,-32
5758,45,50,55,60,55,5
5759,-23,50,-10,50,-10,85
5760,12,17,15,12,10,79
5761,35,37,2,34,1,71
5762,26,17,28,-3,24,-17
5763,-1,5,-40,-25,-5,-9
5764,-10,-42,-65,-17,15,-53
5765,10,-13,-47,5,5,20
5766,-49,19,-15,-16,-20,48
5767,-9,-28,-60,-13,-7,40
5768,-5,-65,72,-92,25,39
5769,-4,-18,-43,52,25,93
5770,-31,-61,-42,-60,-50,-27
5771,-35,-5,-43,-10,-25,3
5772,-55,-75,-25,-55,-20,-85
5773,-15,-10,-25,20,-25,40
5774,15,-33,-50,12,-60,71
5775,-20,-20,30,40,-20,-20
5776,-2,-45,-5,-10,-20,-24
5777,40,35,0,75,25,30
5778,-26,-59,-5,14,-20,-34
5779,-30,-25,-43,5,-13,5
5780,-40,-20,-70,-40,-90,-20
5781,-22,20,-5,-35,-40,-5
5782,-10,-10,-15,25,-10,0
5783,-40,-65,-15,-45,-15,-5
5784,45,81,65,31,55,78
5785,-65,-80,-20,-80,0,-30
5786,-6,-92,-35,20,-10,-52
5787,-20,-60,-50,-60,-70,-45
5788,12,-69,36,8,36,-58
5789,-25,-40,-15,-40,-30,-40
5790,-76,-56,-20,-66,-33,-49
5791,3,-10,12,7,86,-2
5792,-80,-28,-43,9,-11,-2
5793,0,85,75,10,45,5
5794,15,22,0,20,0,19
5795,15,25,-5,90,10,30
5796,10,20,20,10,0,20
5797,-15,-58,-10,-3,-20,-30
5798,-24,-34,-31,-7,-33,-56
5799,0,0,80,30,40,-34
5800,36,60,50,50,114,30
5801,-21,-5,-5,-114,-40,-90
5802,-50,-45,-40,0,-40,-15
5803,4,-7,-1,-1,19,-18
5804,-25,6,5,40,25,144
5805,1,10,-2,-12,-53,-7
5806,185,-74,-60,10,65,4
5807,35,14,30,59,25,62
5808,98,62,11,2,50,-38
5809,-4,-14,-29,26,-14,20
5810,49,6,44,16,54,-3
5811,-37,48,35,28,20,49
5812,15,-20,-35,5,5,45
5813,-20,-10,0,15,15,35
5814,5,5,-40,52,-40,90
5815,7,-22,-38,11,-18,51
5816,9,69,-5,47,65,27
5817,-46,-68,-68,-24,-22,8
5818,-8,-6,1,-26,1,30
5819,10,65,95,45,35,-35
5820,-4,12,-1,27,-6,-14
5821,-11,4,3,-11,0,-15
5822,-30,15,-35,-40,-65,35
5823,-18,51,49,4,-6,26
5824,45,45,30,5,20,-15
5825,20,9,-5,30,30,-9
5826,40,24,21,8,50,22
5827,25,37,-87,37,-87,48
5828,28,86,22,-5,-15,30
5829,-22,-25,59,-10,75,-32
5830,18,-23,22,19,-5,-1
5831,8,30,50,110,80,85
5832,-22,-45,-15,0,-15,-20
5833,-5,25,-20,-10,-50,15
5834,10,15,5,35,40,0
5835,-15,-45,-85,-15,-45,-55
5836,-16,-29,-26,-35,-31,-28
5837,5,20,15,-5,-25,0
5838,40,20,15,70,35,-10
5839,-5,-76,-15,-6,-5,-69
5840,27,10,15,-25,-5,-50
5841,-20,25,-5,-35,15,90
5842,-47,-40,-32,-7,38,-40
5843,48,8,0,-15,-8,-46
5844,-54,-45,10,-25,-35,10
5845,25,17,33,30,0,-15
5846,0,70,20,-15,-25,5
5847,40,18,-28,8,-28,60
5848,14,29,8,25,20,28
5849,-35,-11,0,-1,-7,-47
5850,-20,-40,-60,-65,-35,-40
5851,-2,8,118,3,88,-25
5852,2,-32,-28,-19,-35,-11
5853,-30,0,-10,-70,-10,30
5854,-17,-15,14,70,54,25
5855,-20,11,45,1,45,-11
5856,22,35,-45,-16,-74,-22
5857,75,50,70,15,10,35
5858,19,57,35,39,32,13
5859,45,60,25,50,-30,-5
5860,3,3,15,10,23,-29
5861,55,155,72,135,45,100
5862,17,-46,-44,-36,-44,-2
5863,-1,-14,-72,41,6,-20
5864,-24,-28,-43,40,30,45
5865,-25,-20,-5,-69,-55,13
5866,-31,18,63,-30,-36,-41
5867,2,53,52,33,19,12
5868,0,43,42,30,40,125
5869,40,45,33,-20,5,17
5870,14,-15,-30,-15,-20,-70
5871,28,-80,-65,-50,-5,-28
5872,-6,13,-2,-5,0,-5
5873,-4,-18,-33,0,-12,22
5874,3,42,58,-51,-2,-71
5875,-5,-15,-10,-15,55,-5
5876,-10,0,-7,-25,-25,-45
5877,160,-23,23,8,23,-39
5878,25,10,20,-20,20,80
5879,20,10,-30,70,25,90
5880,-94,-19,21,-42,-9,-42
5881,-40,0,-15,-20,-15,0
5882,-40,-33,-20,-85,-20,-15
5883,20,25,-5,35,30,5
5884,60,55,50,125,55,-15
5885,-24,-24,-81,-4,-66,20
5886,22,49,30,54,30,40
5887,50,103,40,123,110,25
5888,-15,-30,50,40,5,-5
5889,-155,80,80,30,-40,-15
5890,3,10,12,74,54,78
5891,80,-10,-75,-5,40,-30
5892,-1,0,6,30,6,-69
5893,-17,-34,-24,6,-12,5
5894,0,28,-10,-23,-23,28
5895,-5,-70,-15,-70,-40,-85
5896,35,55,165,10,25,-25
5897,-4,19,-8,4,-16,5
5898,-34,15,0,-35,-20,15
5899,-4,-88,-83,-63,-15,8
5900,-18,-42,-5,6,17,22
5901,50,30,-60,30,-60,10
5902,23,42,25,49,28,-34
5903,19,20,-15,40,5,71
5904,-13,4,39,4,-11,-21
5905,30,13,24,27,50,-4
5906,-30,-103,-17,-35,35,-45
5907,-15,-5,-20,-42,-13,-30
5908,15,-10,47,-87,-10,-91
5909,38,72,63,-36,-22,-61
5910,20,40,70,35,60,0
5911,5,19,45,-5,25,-24
5912,33,-30,-57,-20,-43,-5
5913,-65,4,-8,-62,-42,18
5914,37,81,52,71,49,-10
5915,10,-23,-35,7,5,-10
5916,-64,-41,-34,-56,-74,3
5917,55,60,20,83,22,10
5918,-15,-7,-8,25,10,9
5919,-35,-50,-20,-50,-20,-5
5920,-35,-5,25,-45,-25,40
5921,10,35,-35,-15,-60,-10
5922,-50,-60,-40,80,20,55
5923,-5,-35,5,-10,-5,-55
5924,-25,-20,10,-35,-25,15
5925,-30,-27,-103,5,-5,55
5926,17,50,-15,-10,-30,-27
5927,-40,-60,-50,95,0,65
5928,11,19,-10,-20,-5,-35
5929,110,-29,-25,-54,-30,13
5930,29,33,-40,65,-45,-12
5931,-35,-115,-95,-40,5,5
5932,-10,-10,-10,38,-25,20
5933,10,0,-50,25,20,60
5934,30,55,45,125,50,10
5935,40,12,43,65,60,20
5936,10,-30,5,5,10,0
5937,42,52,15,28,35,50
5938,1,9,16,-23,6,2
5939,9,31,86,9,71,-25
5940,10,30,11,0,11,-47
5941,-100,-35,-56,-56,-72,-47
5942,-37,-68,-40,-43,-55,-57
5943,50,38,25,40,25,-30
5944,9,-1,26,-31,36,26
5945,38,35,61,-9,20,5
5946,50,70,40,55,120,-5
5947,10,58,185,15,35,-24
5948,10,-55,-40,-20,-5,-85
5949,55,100,21,-5,-60,19
5950,-45,-30,20,-105,-20,-25
5951,36,6,-33,-24,54,56
5952,-25,-5,55,-5,-15,-60
5953,0,-80,-25,65,-10,-15
5954,-70,-58,18,-58,-12,-70
5955,45,13,30,40,30,0
5956,-25,-38,-15,-2,-8,38
5957,-75,-20,-25,-10,-20,-40
5958,-26,-87,-44,-82,-26,-51
5959,28,110,71,110,45,80
5960,15,60,50,-50,-5,10
5961,-15,17,42,-33,7,-21
5962,60,55,-25,15,35,5
5963,-50,-36,50,64,20,-43
5964,-5,-18,-5,22,5,10
5965,10,85,80,-65,25,-35
5966,-10,-15,-45,55,-25,15
5967,-25,-53,-35,-90,-35,-50
5968,-15,-55,35,-35,45,-40
5969,-1,14,0,-5,0,-40
5970,17,70,-22,5,-32,-17
5971,-19,-14,-20,-4,-19,35
5972,10,8,75,15,45,-20
5973,21,25,-1,73,37,34
5974,-5,6,-50,-9,-30,24
5975,-30,5,-25,-40,-70,-16
5976,5,20,63,57,30,-22
5977,0,13,-25,13,50,4
5978,-3,30,-8,-47,-94,40
5979,25,83,63,65,35,64
5980,5,-9,-35,8,15,47
5981,-40,-5,-35,32,-17,5
5982,-25,-40,-35,-60,-25,-95
5983,15,78,-20,65,30,32
5984,-29,-45,35,-60,-50,-70
5985,-5,-43,-43,-43,-43,10
5986,35,-20,-10,35,50,15
5987,-23,-24,-42,20,-10,17
5988,-20,-13,47,10,47,-15
5989,5,-30,-10,-2,-20,-45
5990,0,-25,10,-55,0,15
5991,-45,55,0,-40,-65,-10
5992,21,35,40,20,15,59
5993,-11,-3,-7,24,20,22
5994,5,60,18,7,25,-9
5995,-26,-64,-35,-35,-35,35
5996,-44,-68,-38,0,-10,20
5997,-5,29,136,41,-11,-15
5998,-25,-65,-37,-64,-19,-60
5999,65,30,-55,55,20,0
6000,-25,-5,35,-55,-25,-45
6001,20,25,125,-5,-5,-40
6002,-51,-140,-35,21,-5,20
6003,14,-35,-53,45,68,32
6004,0,-6,45,-26,25,-19
6005,26,77,5,15,20,-23
6006,-40,-55,-48,-55,-48,26
6007,-5,-60,-100,-15,-35,25
6008,5,10,15,-30,-5,30
6009,-5,-15,15,30,15,80
